song,artist,length
Don't Stop At The Top,Children Of Bodom,204.69506
Not An Addict,K's Choice,288.57424
Human,The Human League,265.35138
Suspicious Minds,Elvis Presley,273.76281
Good Things,Sleater-kinney,190.45832
Moon And Moon,Bat For Lashes,187.71546
If I Had You,Adam Lambert,228.23138
Sayonara-Nostalgia,Base Ball Bear,255.60771
No No No,Yeah Yeah Yeahs,314.46159
Passenger,Nevermore,326.53016
You And Me Jesus,Jake Hess,199.26159
So Pray (Genuine Album Version),Stacie Orrico,238.78485
Girl U Want (Live),Devo,173.81832
"Blame It on My Youth (From ""Let's Get Lost"")",Chet Baker,378.74893
Sympathy For The Devil,Guns N' Roses,459.20608
You're The One,Dwight Yoakam,239.3073
Rubberband Man,Spinners,444.13342
Suzy 2003 (Live),Diam's,284.9171
Mise En Bouche,Prohom,246.38649
"Ron's Victory (""Harry Potter & The Half-Blood Prince"")",Nicholas Hooper,104.98567
I'm Goin In,Drake / Lil Wayne / Young Jeezy,225.2273
Something New,Traffic,195.39546
I'm Yours / Somewhere Over The Rainbow (EP Version),Straight No Chaser,214.88281
So Long_ Marianne,Leonard Cohen,340.53179
The Modern Age,The Strokes,208.06485
Moon River (Live) (Album Version),Brad Mehldau,651.78077
Como La Flor (2005 Re-mastering) (Live),Selena,329.58649
Come As You Are,Nirvana,219.08853
Heartbreaker,Her Bright Skies,203.54567
Pink,Aerosmith,235.36281
Chase Dem,Stephen Marley,255.05914
My Heart's Got A Memory,Eric Church,171.72853
Here I Am (Album Version),David Morales W/ Tamra Keenan,347.27138
Boombastic,Shaggy,246.88281
Le Jardin d'Hiver,Jacky Terrasson,342.7522
Het Nummer Van God,Raymond Van Het Groenewoud,163.65669
TE QUIERO PUTA!,Rammstein,235.59791
Ripping Flesh,Wykked Wytch,224.31302
Tive Sim,Cartola,127.242
Fortunate Fool,Jack Johnson,228.8322
Whistlin' Past The Graveyard,Tom Waits,197.85098
Bubbly,Colbie Caillat,196.17914
Yellow,Coldplay,268.38159
Doomed Now,Does It Offend You_ Yeah?,220.57751
Secrets,OneRepublic,224.67873
16 Candles,The Crests,182.88281
Spotlight,Mutemath,200.51546
Uprising,Muse,304.84853
Vanilla Twilight,Owl City,231.67955
The New Year,Parachute,253.49179
Road to Kaintuck,Billy Bob Thornton and The Peasall Sisters,164.80608
Dream Catch Me,Newton Faulkner,236.66893
Uncle Jam,Funkadelic,626.07628
When The Smoke Is Going Down,Scorpions,157.04771
Secrets,OneRepublic,224.67873
In League With Satan,Krisiun,167.91465
Home,Edward Sharpe & The Magnetic Zeros,306.31138
Sam_ As In Samantha,Tiger Lou,208.45669
Crazy,Aerosmith,319.73832
Different Kind Of Fine (Album),Zac Brown Band,197.53751
Bandelero,Slightly Stoopid,204.59057
Wrong Turn,Jack Johnson,173.42649
Bad Moon Rising,Creedence Clearwater Revival,141.60934
Here_ There And Everywhere,Erin Bode,252.05506
Estoy Enamorado De Ella (Salsa),Limi-T 21,210.70322
The Trance Is The Motion [Live],Static-X,266.47465
Ain't No Rest For The Wicked (Original Version),Cage The Elephant,175.12444
Musti Sotakoira (2007 Digital Remaster),Kollaa KestÃÂ¤ÃÂ¤,101.19791
Le Jardin d'Hiver,Jacky Terrasson,342.7522
Sweet Soul Music (Single/LP Version),Arthur Conley,140.69506
Stranger than Fiction,Five Finger Death Punch,200.17587
Le Moulin,Yann Tiersen,267.78077
I Stand Corrected (Album),Vampire Weekend,159.81669
Undo,BjÃÂ¶rk,348.57751
Venus,Bananarama,219.0624
Snow [Hey Oh] (Album Version),Red Hot Chili Peppers,334.65424
We Who Wait (Single),The Adverts,122.09587
Sweet Darlin',She & Him,162.66404
Dog Days Are Over (Radio Edit),Florence + The Machine,219.66322
The Bed's Too Big Without You,The Police,265.79546
Time and Space,The Cinematic Orchestra feat. Lou Rhodes,522.68363
In The Meantime (LP Version),Spacehog,299.49342
Vanilla Twilight,Owl City,231.67955
Too Drunk to Fuck,Dead Kennedys,160.78322
No More Fun And Games,The Game,157.88363
Cudi Zone,Kid Cudi,259.00363
Danse Pour Moi,M. Pokora,198.29506
Flashing Lights,Kanye West,237.47873
Canada,Five Iron Frenzy,236.09424
Encore Break,Pearl Jam,67.44771
Lovely Ladies,Les MisÃÂ©rables - 10th Anniversary Concert,128.05179
Danke Schoen,Wayne Newton,154.74893
Bulls On Parade,Rage Against The Machine,319.50322
Love Me Girl,Yeasayer,299.38893
Recado Falado (MetrÃÂ´ Da Saudade),Alceu ValenÃÂ§a,162.58567
Hey There Delilah,Plain White T's,232.202
Pretty Wings,Maxwell,255.242
The Sound of Settling (Album Version),Death Cab for Cutie,136.12363
Bottom of a Bottle (Explicit Album Version),Smile Empty Soul,218.61832
You'll Be In My Heart,Usher,252.96934
The Rhythm Of The Night,Corona,264.202
Summer Child,Daisuke Miyatani,231.23546
End Of The Road,Eddie Vedder,199.23546
Boy Meets Girl (And Vice Versa),FM Static,182.41261
BedRock (Radio Edit) (feat.Lloyd),Young Money featuring Lloyd,196.33587
Good Day,Jukebox The Ghost,254.30159
Hang On In There Baby,Johnny Bristol,198.1122
Call It Off (Album Version),Tegan And Sara,141.50485
Dimmer Light,Dead Poetic,246.38649
Dig This Well Deep,Howard Jones,274.31138
Toranj,Mohsen Namjoo,395.15383
Love Letter To Japan,the bird and the bee,246.59546
Hullu mies hullu,Esa Pakarinen,141.66159
New Divide (Album Version),Linkin Park,268.61669
Mrs. Officer,Lil Wayne / Bobby Valentino / Kidd Kidd,286.95465
Video Killed The Radio Star,The Buggles,198.08608
La Muy_ Muy,Roberto Torres,237.84444
Fuck Kitty,Frumpies,134.47791
Afortunada,Francisca Valenzuela,212.84526
This Is Your Life,The Killers,218.85342
Drop The World,Lil Wayne / Eminem,229.58975
Move Along,The All-American Rejects,238.86322
Confessions,City And Colour,228.54485
Faberge Falls For Shuggie,Of Montreal,271.38567
The Star Shines,Ilan Eshkeri / London Metropolitan Orchestra / Andy Brown,201.61261
Driver's Seat,Sniff 'n' The Tears,220.89098
Say (All I Need),OneRepublic,230.63465
Breakdown,Jack Johnson,212.68853000000001
..Come Around,Collie Buddz,224.91383
Dirty Little Secret,The All-American Rejects,194.55955
Find The Reason (Album Version),Salvador,250.67057
Coin-Operated Boy,The Dresden Dolls,286.40608
Bitter Sweet Symphony,The Verve,360.25424
Cold Blooded (Acid Cleanse),The fFormula,239.96036
Then,Brad Paisley,256.10404
Clobberin' Time,Sick Of It All,52.32281
Why Don't You Find Out For Yourself,The Killers,206.10567
Home,Edward Sharpe & The Magnetic Zeros,306.31138
Forgive Me,Leona Lewis,203.88526
Tales Of Brave Ulysses,Cream,166.71302
Halo,BeyoncÃÂ©,261.74649
Become Yourself,Matthew Jay,220.62975
Another F.U. Song (Album),Reel Big Fish,64.67873
Eat To Live (Amended Version),Talib Kweli,187.74159
No Child Of Mine,PJ Harvey,64.88771
Goodnight Girl,Wet Wet Wet,219.81995
All In,Lifehouse,236.25098
Mamma,Bram Vermeulen,251.42812
Undo,BjÃÂ¶rk,348.57751
Where Do The Children Play?,Cat Stevens,231.60118
Me Voy A Ir,El Coyote Y Su Banda Tierra Santa,190.51057
Such A Fool,22-20s,237.16526
Love Can Damage Your Health,Telepopmusik,332.95628
The Ghost Of Old Bull Lee,Arthur & Yu,162.61179
Canada,Five Iron Frenzy,236.09424
Ten Commandments (Amended Version),The Notorious B.I.G.,204.66893
Say The Same,Hoobastank,241.3971
Why Aye Man,Mark Knopfler,249.3122
We're No Here,Mogwai,341.28934
Punx Unite,The Casualties,181.49832
Roll On (Album Version),The Living End,188.62975
I Need A Dollar,Aloe Blacc,244.1922
Helpless,Faith No More,326.50404
Sunshower (Great Expectations Soundtrack),Chris Cornell,353.69751
My Name Is Jonas,Weezer,203.93751
Valley Of The Queens,Stream of Passion feat. Ayreon,257.56689
Shining Down [feat. Matthew Santos] (Amended Album Version),Lupe Fiasco,273.94567
Runnin' Down A Dream,Tom Petty,263.23546
When You Were Young,The Killers,220.89098
I'm Her Slave (Album),Afghan Whigs,179.40853
Let's Make Love And Listen To Death From Above [Dan Carey Mix] (remastered album version),CSS,213.75955
History,Mos Def / Talib Kweli,141.37424
How It Was Supposed To Be,Ryan Leslie,203.96363
Get Together With The Lord (The Best Of Mark Lowry - Volume 2 Version),Mark Lowry,168.28036
Nantes,Beirut,230.19057
THE DARK SIDE OF THE FROG,MODESELEKTOR FEAT. PUPPETMASTAZ,52.79302
Make Her Say,Kid Cudi / Kanye West / Common,237.76608
Breakout A-Town,Julie Ruin,142.47138
The Bell,Sons And Daughters,165.90322
Mock The Music,Children 18:3,178.52036
Miss Me Baby,Chris Cagle,232.85506
Missing You,John Waite,269.76608
Walk On Water,Basshunter,223.32036
Hello Brooklyn 2.0,Jay-Z / Lil Wayne,236.01587
It's Beginning To Get To Me,Snow Patrol,273.6322
Autumn Leaves,Coldcut,203.07546
Plastic Loveless Letter,Magic Dirt,251.79383
Sinisten tÃÂ¤htien alla,J. Karjalainen & Mustat Lasit,336.74404
Secrets,OneRepublic,224.67873
Come As You Are,Nirvana,219.08853
It's Time I Go (Jazz),Joyce Cooling,248.11057
Unite (2009 Digital Remaster),Beastie Boys,211.722
Yeah!,Usher Featuring Lil' Jon & Ludacris,250.38322
Grillz,Nelly / Paul Wall / Ali & Gipp,272.50893
The Running Man,The Audition,207.20281
Truly Madly Deeply,Savage Garden,277.26322
Festival Song,Adam Green,141.00853
Square One (Album Version),Tom Petty,204.82567
Supermassive Black Hole (Album Version),Muse,209.34485
(iii),The Gerbils,27.01016
Dancing In Heaven (2006 Remastered LP Version),Robert Plant,265.66485
Welcome Home (Sanitarium),Metallica,387.02975
Deeply Disturbed,Infected Mushroom,506.51383
Rollerblades,Eliza Doolittle,184.60689
Ain't No Party,Alvin And The Chipmunks,162.63791
You're So Gangsta,Chromeo,348.65587
Brother,Keisha White,251.42812
Damelo,Juanes,247.37914
Umbra,Karnivool,470.80444
Alane,WES,221.57016
Epilogue,Asia 2001,150.30812
Nothing At All,Spike Milligan,220.39465
Carousel (PSILY Album Version),Laura Izibor,211.56526
Wonderwall,Ryan Adams,248.5024
The Motto,Method Man,204.64281
I'm A Man Of Constant Sorrow,The Stanley Brothers,179.69587
Deeper,Dexter Freebish,210.54649
Talullah,Jamiroquai,362.05669
Anyone Else But You,Michael Cera & Ellen Page,116.71465
How To Explain,The Cat Empire,218.22649
Wotan's Farewell & Magic Fire Music,Bryn Terfel / Berliner Philharmoniker / Claudio Abbado,967.36608
Ready Or Not,The Fugees,281.20771
Everything,Hardline,234.73587
Sail Into the Sun,The Funky Lowlives,280.34567
Proof,DL Incognito,221.07383
TTHHEE PPAARRTTYY,Justice,243.40853
Night Dreamin',Earth_ Wind & Fire,178.20689
Sheep,Strawbs,255.81669
Wasted,Angus & Julia Stone,172.85179
Love Song,Sara Bareilles,260.8322
Meus Sonhos,Bruna Caram,198.63465
O Segundo Sol,Nando Reis,239.82975
Same Old Thing,The Black Keys,189.28281
Riot Of Violence,Kreator,294.53016
Show Me How To Live,Audioslave,277.83791
Parallel Universe (Album Version),Red Hot Chili Peppers,269.34812
Me Quedo Contigo [Si Me Das A Elegir],Manu Chao,288.15628
Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,277.15873
I CAN'T GET STARTED,Ron Carter,497.13587
You And Me (Wedding Version),Lifehouse,195.47383
La Valse D'AmÃÂ©lie (Version Piano),Yann Tiersen,158.71955
Awesome Medley,ISRAEL & NEW BREED,176.48281
Jesus Loves You (Album Version),Stellar Kart,186.17424
Jenny Take A Ride (LP Version),Mitch Ryder & The Detroit Wheels,205.03465
The TIde (LP Version),The Spill Canvas,358.03383
Two Rights Make One Wrong,Mogwai,571.19302
Way Of The Samurai,Spor,380.3424
Sexy Bitch,DJ Dizzy,221.1522
Hurtful,Erik Hassle,183.43138
Holdin' On Together,Phoenix,207.15057
Mardy Bum,Arctic Monkeys,175.43791
Burn For You,tobyMac,229.69424
Who's Real,Jadakiss / Swizz Beatz / OJ Da Juiceman,191.84281
Dog Days Are Over (Radio Edit),Florence + The Machine,219.66322
Blue Orchid,The White Stripes,160.31302
You (w/o Organ Version),Plus One,231.8624
Mr. Jones,Counting Crows,272.79628
A Different City,Pickin' On Series,199.41832
Hailie's Song,Eminem,320.83546
Wild Child,Heart,270.18404
La Vida Pasa,Sergio Dalma,269.45261
The Interview,AFI,256.86159
This Body Pays The Bill$,Four Year Strong,199.88853
Undercover Martyn,Two Door Cinema Club,168.09751
Rendezvous,Jim Brickman;Herb Alpert;Bruce Upchurch,199.54893
Le Courage Des Oiseaux,Dominique A,153.20771
Voices,Pure Ecstasy,238.94159
Bailala,Juanes,211.77424
Stacy's Mom,Fountains Of Wayne,197.40689
Unite (2009 Digital Remaster),Beastie Boys,211.722
Tighten Up,The Black Keys,211.01669
Yes,LMFAO,183.74485
Sorrow (1997 Digital Remaster),David Bowie,174.41914
The Ascent Of Stan,Ben Folds,254.17098
One Way Or Another,Kate Voegele,222.64118
Jefferson Aeroplane [Demo],Relient K,238.94159
Yr Broom (Cd),Someone Still Loves You Boris Yeltsin,97.35791
"Suena (""Some Day"" end title song ""The Hunchback of Notre Dame"")",Luis Miguel,256.13016
Por quererte,Efecto Mariposa,254.37995
A Starting Point,Dif Juz,219.16689
Something (Album Version),Jaci Velasquez,200.95955
Falling Forward,The Methadones,206.39302
It's Not What,SKOLD vs. KMFDM,254.4322
Broken,Leatherface,221.09995
Suavemente,Scooter,342.04689
Run The Show (featuring Busta Rhymes),Kat DeLuna featuring Busta Rhymes,213.13261
Hero/Heroine,Boys Like Girls,232.22812
Monkey Man,Amy Winehouse,172.82567
I.O.U. Me,Bebe And Cece Winans,281.59955
Gimme Sympathy,Metric,171.25832
Yellow,Coldplay,268.38159
Some Kind Of Monster,Metallica,505.52118
There's A Fire,Ok Go,230.29506
Reisende Freunde,Die Mooskirchner,166.922
Say,Method Man,229.53751
Slip,Deadmau5,463.04608
Tush,ZZ Top,354.29832
Dead & Bloated (LP Version),Stone Temple Pilots,310.25587
cherish (the night_ the life_ the moon),Jazzamor,195.5522
Carry On,The Cranberries,141.50485
Brokenheartsville,Joe Nichols,232.14975
Spotlight,Mutemath,200.51546
Mirror_ Mirror,Whiskeytown,197.77261
Gettin' It,Chingy,266.34404
Frisch und g'sund,Die Mooskirchner,169.29914
Telephone Love (LP Version),Keith Sweat,56.05832
Moonlight,Digitalism,171.96363
Stacy's Mom,Fountains Of Wayne,197.40689
Clock,Simian Mobile Disco,257.35791
State Of Fear,Useless I.D.,190.98077
Foolish,Ashanti,232.25424
Genom tunna tyger,Markus KrunegÃÂ¥rd,185.5473
Rebel Yell (Acoustic Live on KROQ) (2001 Digital Remaster),Billy Idol,335.38567
Hasta Manana,Abba,189.962
Lights Out,Santogold,192.46975
Come Back To Bed,John Mayer,494.34077
Burned Alive By Time,Evergreen Terrace,155.92444
Ghosts (Toxic Avenger Mix),Ladytron,215.11791
My Moon My Man,Feist,184.94649
Young,Hollywood Undead,196.41424
Towards And Against,Amorphis,299.07546
Bodies,Drowning Pool,201.63873
Living In Love,I-Wayne,213.86404
Sour Times,Portishead,254.04036
Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,277.15873
The Gift,Angels and Airwaves,302.05342
16 Candles,The Crests,182.88281
It's A Sin (2001 Digital Remaster),Pet Shop Boys,299.02322
The Only Exception (Album Version),Paramore,267.65016
Promises Like Pie-Crust (Album),Carla Bruni,153.20771
Comatose (Comes Alive Version),Skillet,232.46322
Bloodletting (The Vampire Song),Concrete Blonde,270.28853
Parabienes Al Reves,Violeta Parra,123.34975
Chiron Beta Prime,Jonathan Coulton,208.03873
Come As You Are,Nirvana,219.08853
Broken_ Beat & Scarred,Metallica,385.43628
Someone To Save You,OneRepublic,252.70812
Poison,Bell Biv DeVoe,262.00771
Ugly Girls,Kalle Baah,273.76281
Trouble,Coldplay,273.47546
The List,Metric,172.69506
Better Things,Everything But The Girl,259.082
Un Beso de Desayuno,Calle 13,290.84689
One Time,Justin Bieber,214.67383
Foolish,Ashanti,232.25424
I Believe In A Thing Called Love,The Darkness,217.05098
Supermassive Black Hole (Album Version),Muse,209.34485
Le Corps de Notre Seigneur,Choeur ArmÃÂ©nien de Sofia,121.5473
Beautiful Lady,Gyptian,199.13098
ReprÃÂ©sente,Alliance Ethnik,252.21179
Hicktown,Jason Aldean,305.52771
Love Is A Beautiful Thing (LP Version),The Rascals,152.18893
Brother,Keisha White,251.42812
Gears,Future Rock,239.90812
Some Like It Hot,The Power Station,305.162
Black Dirt (Album),Sea Wolf,225.802
Pa Ti No Estoy,Rosana,250.33098
Give Me Up Again,Jonny Lang,246.04689
DÃÂ­melo,Enrique Iglesias,217.99138
Society,Eddie Vedder,236.30322
To Have And To Have Not,Billy Bragg,153.44281
This Flesh A Tomb (Album Version),Atreyu,239.20281
The Last In 4000,Race Car Riot,257.30567
Ain't Misbehavin,Sam Cooke,122.04363
Hello,Timbaland / Attitude / Keri Hilson,274.85995
Love Story,Taylor Swift,233.89995
Heroes,TV On The Radio,338.36363
Velandote,Jowell & Randy,238.91546
Bossa Nova Cha Cha,Luiz Bonfa / Oscar Castro Neves / Lalo Schifrin,202.29179
Get Your Hands Off My Man (Nush Chocolate Factory Mix),Junior Vasquez,406.12526
Two Angels,Peter Case,272.24771
Help I'm Alive,Metric,286.24934
Medicine Ball,Eminem,237.40036
All Of Us,Zero 7,380.26404
Keep You Much Longer,Akon,260.8322
Wide Eyes,Local Natives,266.05669
Back In The Day,Erykah Badu,286.9024
Where Happiness Lives,Magnet,216.45016
Something,Escape The Fate,217.28608
Lady (Hear Me Tonight),Modjo,305.44934
I CAN'T GET STARTED,Ron Carter,497.13587
Inertia,Four Day Hombre,332.5122
Rainy Night In Tokyo (Remastered LP Version),Michael Franks,282.01751
The Rain  [Supa Dupa Fly]  (LP Version),Missy Elliott,246.17751
Que soy yo para ti (Radio edit),Hombres G,296.30649
Elevator [Feat. Timbaland] (Album Version),Flo Rida,230.05995
Rio,Another Sunny Day,173.21751
Peep Show,Sikth,250.53995
Sail Into the Sun,The Funky Lowlives,280.34567
Particle Man (LP Version),They Might Be Giants,116.45342
Cheryl Tweedy,Lily Allen,195.23873
Sweetheart,Micachu,52.74077
"Midnight Groovin' (7"" Version) (2006 Digital Remaster)",Light Of The World,207.0722
Battle Song,Dan the Automator_ Del The Funky Homosapien_ Kid Koala,246.69995
Addams Groove,MC Hammer,238.88934
Eutanasia,La Polla Records,190.77179
Fix You,Coldplay,294.1122
Fix You (Live),Coldplay,368.09098
Juicebox,The Strokes,196.28363
Dance_ Dance,Fall Out Boy,180.40118
At The Bottom Of Everything,Bright Eyes,224.80934
Irreplaceable,BeyoncÃÂ©,227.65669
Shining On (feat. Scott Grella) (Grella's Techno Remix),Big D and The Kids Table,184.842
Ghost Of The Navigator,Iron Maiden,409.5473
Comes A Time,Nada Surf,298.44853
Home Of The Brave,Toto,411.19302
I So Hate Consequences (Album Version),Relient K,240.92689
The Greatest View (Album Version),Silverchair,242.96444
The Sea,Morcheeba,347.71546
SinceritÃÂ© Et Jalousie,Alliance Ethnik,195.94404
Unbelievable (Amended Version),The Notorious B.I.G.,223.73832
Hey Baby,No Doubt / Bounty Killer,206.65424
Lights & Music,Cut Copy,299.44118
Tighten Up,The Black Keys,211.01669
Earlybird (LP Version),Eagles,181.86404
Please_ Before I Go,Derek Webb,166.19057
Screams Turn To Silence (Album Version),The Agony Scene,175.85587
8105,Moving Mountains,513.07057
Dollhouse,Switchblade Symphony,248.34567
Insight,Mr Sam ft. Kirsty Hawkshaw,487.99302
Fader,The Temper Trap,192.67873
Love Shack,The B-52's,321.54077
Jewels And Gold,Angus & Julia Stone,262.42567
Sehr kosmisch,Harmonia,655.77751
Jazz Oddyssey III,Spinal Tap,135.78404
She Loves You,Peter Sellers,142.39302
Me In You,Kings Of Convenience,188.44689
Maniac,Hellhammer,241.71057
Canada,Five Iron Frenzy,236.09424
Grounds For Divorce,Elbow,221.85751
Riot Of Violence,Kreator,294.53016
Anti Socialistic,Slightly Stoopid,145.76281
Heaven Is A Truck,Pavement,149.83791
Boracho Station,Ryan Bingham,123.11465
Paper Cup,The Swell Season,201.82159
Did it Again,Shakira,192.70485
This Is Love,PJ Harvey,227.5522
OVO MI JE `KOLA,Gibonni,379.68934
From Where You Are,Lifehouse,181.26322
Las seis,Joe Vasconcellos,262.5824
